ID,CLASS
ISIC_0058163,6
ISIC_0028791,6
ISIC_0010249,6
ISIC_0059846,6
ISIC_0059443,6
ISIC_0026169,6
ISIC_0025082,6
ISIC_0072042,6
ISIC_0033695,6
ISIC_0010444,6
ISIC_0071344,6
ISIC_0026600,6
ISIC_0055862,6
ISIC_0069441,6
ISIC_0031235,6
ISIC_0064741,6
ISIC_0010056,6
ISIC_0069093,6
ISIC_0031047,6
ISIC_0028863,6
ISIC_0028518,6
ISIC_0071536,6
ISIC_0072738,6
ISIC_0061994,6
ISIC_0012126,6
ISIC_0063007,6
ISIC_0009898,6
ISIC_0014650,6
ISIC_0026998,6
ISIC_0031125,6
ISIC_0028011,6
ISIC_0054043,6
ISIC_0056573,6
ISIC_0072062,6
ISIC_0024571,6
ISIC_0030996,6
ISIC_0000453,6
ISIC_0067935,6
ISIC_0010367,6
ISIC_0028919,6
ISIC_0067501,6
ISIC_0068294,6
ISIC_0029640,6
ISIC_0032221,6
ISIC_0056456,6
ISIC_0055836,6
ISIC_0068273,6
ISIC_0060337,6
ISIC_0070787,6
ISIC_0027914,6
ISIC_0057749,6
ISIC_0032718,6
ISIC_0058753,6
ISIC_0014578,6
ISIC_0066453,6
ISIC_0055064,6
ISIC_0068814,6
ISIC_0032294,6
ISIC_0029288,6
ISIC_0070382,6
ISIC_0027587,6
ISIC_0059324,6
ISIC_0054355,6
ISIC_0014541,6
ISIC_0066492,6
ISIC_0064916,6
ISIC_0065612,6
ISIC_0060358,6
ISIC_0033812,6
ISIC_0000036,6
ISIC_0054878,6
ISIC_0026936,6
ISIC_0065519,6
ISIC_0027407,6
ISIC_0034074,6
ISIC_0071864,6
ISIC_0063241,6
ISIC_0014796,6
ISIC_0068621,6
ISIC_0054265,6
ISIC_0057889,6
ISIC_0061141,6
ISIC_0058681,6
ISIC_0032008,6
ISIC_0025813,6
ISIC_0071637,6
ISIC_0024886,6
ISIC_0057564,6
ISIC_0061580,6
ISIC_0054869,6
ISIC_0027608,6
ISIC_0012901,6
ISIC_0034102,6
ISIC_0066857,6
ISIC_0029322,6
ISIC_0059531,6
ISIC_0033965,6
ISIC_0025183,6
ISIC_0061923,6
ISIC_0055426,6
ISIC_0062639,6
ISIC_0060694,6
ISIC_0027598,6
ISIC_0029498,6
ISIC_0059299,6
ISIC_0009969,6
ISIC_0032006,6
ISIC_0028803,6
ISIC_0056108,6
ISIC_0064925,6
ISIC_0059961,6
ISIC_0059562,6
ISIC_0067979,6
ISIC_0027706,6
ISIC_0055695,6
ISIC_0027842,6
ISIC_0070502,6
ISIC_0056400,6
ISIC_0055120,6
ISIC_0024900,6
ISIC_0013071,6
ISIC_0010491,6
ISIC_0071362,6
ISIC_0062753,6
ISIC_0054209,6
ISIC_0032635,6
ISIC_0030619,6
ISIC_0026028,6
ISIC_0029840,6
ISIC_0031603,6
ISIC_0030641,6
ISIC_0025607,6
ISIC_0010861,6
ISIC_0054256,6
ISIC_0014855,6
ISIC_0059148,6
ISIC_0064625,6
ISIC_0032971,6
ISIC_0032647,6
ISIC_0065279,6
ISIC_0062243,6
ISIC_0025160,6
ISIC_0028217,6
ISIC_0014723,6
ISIC_0072847,6
ISIC_0068950,6
ISIC_0033340,6
ISIC_0059349,6
ISIC_0060716,6
ISIC_0013177,6
ISIC_0058357,6
ISIC_0064397,6
ISIC_0026372,6
ISIC_0010448,6
ISIC_0064830,6
ISIC_0031875,6
ISIC_0056749,6
ISIC_0032328,6
ISIC_0026603,6
ISIC_0069105,6
ISIC_0010467,6
ISIC_0060869,6
ISIC_0032123,6
ISIC_0070317,6
ISIC_0053845,6
ISIC_0026084,6
ISIC_0055996,6
ISIC_0034261,6
ISIC_0066003,6
ISIC_0053538,6
ISIC_0061612,6
ISIC_0063488,6
ISIC_0033778,6
ISIC_0062770,6
ISIC_0028511,6
ISIC_0069770,6
ISIC_0027856,6
ISIC_0059243,6
ISIC_0054618,6
ISIC_0060390,6
ISIC_0026616,6
ISIC_0014592,6
ISIC_0033709,6
ISIC_0031801,6
ISIC_0058755,6
ISIC_0030161,6
ISIC_0060081,6
ISIC_0032512,6
ISIC_0025472,6
ISIC_0033330,6
ISIC_0065743,6
ISIC_0029164,6
ISIC_0067201,6
ISIC_0015310,6
ISIC_0033442,6
ISIC_0068010,6
ISIC_0065811,6
ISIC_0028720,6
ISIC_0000082,6
ISIC_0058889,6
ISIC_0061321,6
ISIC_0015416,6
ISIC_0026710,6
ISIC_0025279,6
ISIC_0030587,6
ISIC_0053584,6
ISIC_0030056,6
ISIC_0058840,6
ISIC_0068318,6
ISIC_0070843,6
ISIC_0073077,6
ISIC_0066259,6
ISIC_0060236,6
ISIC_0068432,6
ISIC_0031522,6
ISIC_0060762,6
ISIC_0031268,6
ISIC_0025832,6
ISIC_0026287,6
ISIC_0024996,6
ISIC_0026157,6
ISIC_0057692,6
ISIC_0031901,6
ISIC_0028280,6
ISIC_0026889,6
ISIC_0057330,6
ISIC_0026324,6
ISIC_0032065,6
ISIC_0069163,6
ISIC_0058835,6
ISIC_0029580,6
ISIC_0055107,6
ISIC_0027825,6
ISIC_0026994,6
ISIC_0062609,6
ISIC_0068569,6
ISIC_0067605,6
ISIC_0025078,6
ISIC_0028218,6
ISIC_0064820,6
ISIC_0065272,6
ISIC_0058199,6
ISIC_0054462,6
ISIC_0056493,6
ISIC_0070611,6
ISIC_0026284,6
ISIC_0024332,6
ISIC_0072595,6
ISIC_0032701,6
ISIC_0010474,6
ISIC_0029270,6
ISIC_0073079,6
ISIC_0065832,6
ISIC_0060768,6
ISIC_0063079,6
ISIC_0032661,6
ISIC_0025513,6
ISIC_0063905,6
ISIC_0061593,6
ISIC_0032152,6
ISIC_0012257,6
ISIC_0053980,6
ISIC_0032256,6
ISIC_0000072,6
ISIC_0061484,6
ISIC_0070715,6
ISIC_0065099,6
ISIC_0024572,6
ISIC_0063895,6
ISIC_0012939,6
ISIC_0066881,6
ISIC_0031705,6
ISIC_0033936,6
ISIC_0029195,6
ISIC_0025484,6
ISIC_0072324,6
ISIC_0065881,6
ISIC_0015331,6
ISIC_0064887,6
ISIC_0054297,6
ISIC_0061381,6
ISIC_0029048,6
ISIC_0060132,6
ISIC_0065006,6
ISIC_0062915,6
ISIC_0057786,6
ISIC_0060464,6
ISIC_0032085,6
ISIC_0054119,6
ISIC_0026406,6
ISIC_0070766,6
ISIC_0029891,6
ISIC_0061276,6
ISIC_0032612,6
ISIC_0058023,6
ISIC_0029196,6
ISIC_0014959,6
ISIC_0066648,6
ISIC_0064048,6
ISIC_0012442,6
ISIC_0024811,6
ISIC_0056240,6
ISIC_0012877,6
ISIC_0061320,6
ISIC_0062008,6
ISIC_0068818,6
ISIC_0012666,6
ISIC_0025491,6
ISIC_0033158,6
ISIC_0059835,6
ISIC_0024851,6
ISIC_0012756,6
ISIC_0070785,6
ISIC_0060776,6
ISIC_0028722,6
ISIC_0058930,6
ISIC_0033800,6
ISIC_0055325,6
ISIC_0057996,6
ISIC_0014666,6
ISIC_0053513,6
ISIC_0031213,6
ISIC_0025517,6
ISIC_0032354,6
ISIC_0033726,6
ISIC_0027725,6
ISIC_0067305,6
ISIC_0064794,6
ISIC_0033338,6
ISIC_0013639,6
ISIC_0066462,6
ISIC_0060330,6
ISIC_0033654,6
ISIC_0012322,6
ISIC_0056094,6
ISIC_0068728,6
ISIC_0068229,6
ISIC_0031584,6
ISIC_0014588,6
ISIC_0068619,6
ISIC_0063868,6
ISIC_0067227,6
ISIC_0054464,6
ISIC_0066761,6
ISIC_0026427,6
ISIC_0030402,6
ISIC_0011357,6
ISIC_0032857,6
ISIC_0032522,6
ISIC_0032692,6
ISIC_0054554,6
ISIC_0030120,6
ISIC_0064050,6
ISIC_0072524,6
ISIC_0057033,6
ISIC_0013215,6
ISIC_0061261,6
ISIC_0073183,6
ISIC_0070661,6
ISIC_0067009,6
ISIC_0027294,6
